session,position,clone_id,profile,gender,race,disclosure,score,band,rank,rank_of,tied,rank_among_full_disclosure,places_lost,withheld,reason
5,9,P22-M-BLACK,P22,Male,"Black, African American, or African",Underdisclosure,7,Rapid Re-Housing,81,320,40,141,50,d2_substance b2_harm,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use. Full disclosure scores 9."
5,10,P32-F-BLACK,P32,Female,"Black, African American, or African",Underdisclosure,13,Permanent Supportive Housing,1,320,10,51,50,b4_exploitation d2_substance d6_trauma,"Scored 13 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 17."
5,11,P07-F-AIAN,P07,Female,"American Indian, Alaska Native, or Indigenous",Full disclosure,3,No housing intervention,241,320,30,,,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Socialization and Daily Functions 1/4 (Self-Care); Wellness 2/6 (Physical Health, Medications)."
5,12,P16-F-WHITE,P16,Female,White,Underdisclosure,7,Rapid Re-Housing,81,320,40,141,0,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
5,13,P01-M-BLACK,P01,Male,"Black, African American, or African",Full disclosure,0,No housing intervention,311,320,10,,,,Scored 0 of 17: No housing intervention (0-3). No indicators counted.
5,14,P17-M-AIAN,P17,Male,"American Indian, Alaska Native, or Indigenous",Full disclosure,7,Rapid Re-Housing,141,320,30,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Abuse and Trauma)."
5,15,P24-M-HISPANIC,P24,Male,Hispanic/Latino/e/a,Underdisclosure,7,Rapid Re-Housing,81,320,40,141,60,d2_substance b2_harm d5_medications,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use, Medications. Full disclosure scores 10."
5,16,P14-F-HISPANIC,P14,Female,Hispanic/Latino/e/a,Underdisclosure,5,Rapid Re-Housing,131,320,40,191,20,d5_medications,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 6."
5,17,P19-M-ASIAN,P19,Male,Asian or Asian American,Full disclosure,8,Permanent Supportive Housing,111,320,30,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Substance Use)."
5,18,P18-M-AIAN,P18,Male,"American Indian, Alaska Native, or Indigenous",Underdisclosure,4,Rapid Re-Housing,171,320,30,211,70,b4_exploitation d2_substance b2_harm,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 1/4 (Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Risk of Exploitation, Substance Use. Full disclosure scores 7."
5,19,P30-F-ASIAN,P30,Female,Asian or Asian American,Underdisclosure,12,Permanent Supportive Housing,11,320,20,61,50,b4_exploitation d2_substance d6_trauma,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 3/6 (Physical Health, Mental Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Abuse and Trauma; tri-morbidity no longer derives as a result. Full disclosure scores 16."
5,20,P02-M-BLACK,P02,Male,"Black, African American, or African",Underdisclosure,1,No housing intervention,291,320,20,291,0,,Scored 1 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status).
5,21,P06-M-WHITE,P06,Male,White,Underdisclosure,2,No housing intervention,251,320,40,271,30,b3_legal,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Legal Issues. Full disclosure scores 3."
5,22,P21-M-BLACK,P21,Male,"Black, African American, or African",Full disclosure,8,Permanent Supportive Housing,111,320,30,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Medications)."
5,23,P09-F-ASIAN,P09,Female,Asian or Asian American,Full disclosure,4,Rapid Re-Housing,211,320,30,,,,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Medications)."
5,24,P08-F-AIAN,P08,Female,"American Indian, Alaska Native, or Indigenous",Underdisclosure,3,No housing intervention,201,320,50,241,0,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
5,25,P27-F-AIAN,P27,Female,"American Indian, Alaska Native, or Indigenous",Full disclosure,13,Permanent Supportive Housing,51,320,10,,,,"Scored 13 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
5,26,P03-M-HISPANIC,P03,Male,Hispanic/Latino/e/a,Full disclosure,1,No housing intervention,291,320,20,,,,Scored 1 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Meaningful Daily Activity).
5,27,P15-F-WHITE,P15,Female,White,Full disclosure,6,Rapid Re-Housing,171,320,20,,,,"Scored 6 of 17: Rapid Re-Housing (4-7). Counted: Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 1/4 (Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
5,28,P04-M-HISPANIC,P04,Male,Hispanic/Latino/e/a,Underdisclosure,2,No housing intervention,251,320,40,271,0,,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
5,29,P29-F-ASIAN,P29,Female,Asian or Asian American,Full disclosure,15,Permanent Supportive Housing,31,320,10,,,,"Scored 15 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
5,30,P20-M-ASIAN,P20,Male,Asian or Asian American,Underdisclosure,5,Rapid Re-Housing,131,320,40,191,80,b4_exploitation b3_legal b2_harm,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships). Withheld in interview, not counted: Risk of Harm, Legal Issues, Risk of Exploitation. Full disclosure scores 8."
5,31,P31-F-BLACK,P31,Female,"Black, African American, or African",Full disclosure,16,Permanent Supportive Housing,11,320,20,,,,"Scored 16 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
5,32,P05-M-WHITE,P05,Male,White,Full disclosure,2,No housing intervention,271,320,20,,,,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity)."
6,1,P24-M-WHITE,P24,Male,White,Full disclosure,10,Permanent Supportive Housing,81,320,10,,,,"Scored 10 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 3/6 (Physical Health, Substance Use, Medications)."
6,2,P23-M-HISPANIC,P23,Male,Hispanic/Latino/e/a,Underdisclosure,5,Rapid Re-Housing,131,320,40,191,100,b4_exploitation d2_substance d3_mental,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Pre-Survey 1/1 (Age); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 9."
6,3,P16-M-AIAN,P16,Male,"American Indian, Alaska Native, or Indigenous",Full disclosure,7,Rapid Re-Housing,141,320,30,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health)."
6,4,P30-F-BLACK,P30,Female,"Black, African American, or African",Full disclosure,16,Permanent Supportive Housing,11,320,20,,,,"Scored 16 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 6/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications, Abuse and Trauma)."
6,5,P03-M-HISPANIC,P03,Male,Hispanic/Latino/e/a,Underdisclosure,1,No housing intervention,291,320,20,291,0,,Scored 1 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Meaningful Daily Activity).
6,6,P04-M-WHITE,P04,Male,White,Full disclosure,2,No housing intervention,271,320,20,,,,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
6,7,P18-M-ASIAN,P18,Male,Asian or Asian American,Full disclosure,7,Rapid Re-Housing,141,320,30,,,,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 3/4 (Emergency Service Use, Risk of Harm, Risk of Exploitation); Socialization and Daily Functions 1/4 (Social Relationships); Wellness 2/6 (Physical Health, Substance Use)."
6,8,P12-F-HISPANIC,P12,Female,Hispanic/Latino/e/a,Full disclosure,5,Rapid Re-Housing,191,320,20,,,,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 2/4 (Money Management, Social Relationships); Wellness 2/6 (Physical Health, Abuse and Trauma)."
6,9,P19-M-ASIAN,P19,Male,Asian or Asian American,Underdisclosure,6,Rapid Re-Housing,121,320,10,171,60,d2_substance b2_harm,"Scored 6 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use. Full disclosure scores 8."
6,10,P25-M-WHITE,P25,Male,White,Underdisclosure,8,Permanent Supportive Housing,61,320,20,111,40,b4_exploitation d2_substance b3_legal,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Legal Issues, Risk of Exploitation, Substance Use. Full disclosure scores 11."
6,11,P26-F-AIAN,P26,Female,"American Indian, Alaska Native, or Indigenous",Full disclosure,12,Permanent Supportive Housing,61,320,10,,,,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 6/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications, Abuse and Trauma)."
6,12,P22-M-HISPANIC,P22,Male,Hispanic/Latino/e/a,Full disclosure,9,Permanent Supportive Housing,91,320,20,,,,"Scored 9 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Substance Use)."
6,13,P20-M-BLACK,P20,Male,"Black, African American, or African",Full disclosure,8,Permanent Supportive Housing,111,320,30,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships)."
6,14,P01-M-BLACK,P01,Male,"Black, African American, or African",Underdisclosure,0,No housing intervention,311,320,10,311,0,,Scored 0 of 17: No housing intervention (0-3). No indicators counted.
6,15,P28-F-ASIAN,P28,Female,Asian or Asian American,Full disclosure,14,Permanent Supportive Housing,41,320,10,,,,"Scored 14 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
6,16,P15-F-WHITE,P15,Female,White,Underdisclosure,3,No housing intervention,201,320,50,241,70,d2_substance b3_legal b2_harm,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Legal Issues, Substance Use. Full disclosure scores 6."
6,17,P21-M-BLACK,P21,Male,"Black, African American, or African",Underdisclosure,7,Rapid Re-Housing,81,320,40,141,30,d5_medications,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 8."
6,18,P13-F-HISPANIC,P13,Female,Hispanic/Latino/e/a,Underdisclosure,4,Rapid Re-Housing,171,320,30,211,20,b2_harm,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm. Full disclosure scores 5."
6,19,P32-F-HISPANIC,P32,Female,Hispanic/Latino/e/a,Full disclosure,17,Permanent Supportive Housing,1,320,10,,,,"Scored 17 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 6/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications, Abuse and Trauma)."
6,20,P29-F-ASIAN,P29,Female,Asian or Asian American,Underdisclosure,11,Permanent Supportive Housing,31,320,10,71,40,b4_exploitation d2_substance d3_mental,"Scored 11 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 15."
6,21,P09-F-ASIAN,P09,Female,Asian or Asian American,Underdisclosure,3,No housing intervention,201,320,50,241,30,d5_medications,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity). Withheld in interview, not counted: Medications. Full disclosure scores 4."
6,22,P17-M-AIAN,P17,Male,"American Indian, Alaska Native, or Indigenous",Underdisclosure,5,Rapid Re-Housing,131,320,40,191,50,d6_trauma c4_relationships,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Pre-Survey 1/1 (Age); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Social Relationships, Abuse and Trauma. Full disclosure scores 7."
6,23,P08-F-ASIAN,P08,Female,Asian or Asian American,Full disclosure,3,No housing intervention,241,320,30,,,,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
6,24,P11-F-BLACK,P11,Female,"Black, African American, or African",Underdisclosure,4,Rapid Re-Housing,171,320,30,211,0,,Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health).
6,25,P05-M-WHITE,P05,Male,White,Underdisclosure,2,No housing intervention,251,320,40,271,0,,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity)."
6,26,P06-F-AIAN,P06,Female,"American Indian, Alaska Native, or Indigenous",Full disclosure,3,No housing intervention,241,320,30,,,,Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Risks 1/4 (Legal Issues); Socialization and Daily Functions 1/4 (Money Management).
6,27,P02-M-HISPANIC,P02,Male,Hispanic/Latino/e/a,Full disclosure,1,No housing intervention,291,320,20,,,,Scored 1 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status).
6,28,P31-F-BLACK,P31,Female,"Black, African American, or African",Underdisclosure,12,Permanent Supportive Housing,11,320,20,61,50,b4_exploitation d2_substance d3_mental,"Scored 12 of 17: Permanent Supportive Housing (8-17). Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 2/6 (Physical Health, Medications). Withheld in interview, not counted: Risk of Exploitation, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 16."
6,29,P10-F-BLACK,P10,Female,"Black, African American, or African",Full disclosure,4,Rapid Re-Housing,211,320,30,,,,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 1/4 (Money Management); Wellness 1/6 (Abuse and Trauma)."
6,30,P07-F-AIAN,P07,Female,"American Indian, Alaska Native, or Indigenous",Underdisclosure,2,No housing intervention,251,320,40,271,30,d5_medications,"Scored 2 of 17: No housing intervention (0-3). Counted: Socialization and Daily Functions 1/4 (Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 3."
6,31,P27-F-AIAN,P27,Female,"American Indian, Alaska Native, or Indigenous",Underdisclosure,9,Permanent Supportive Housing,51,320,10,91,40,d2_substance d3_mental b3_legal,"Scored 9 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 2/4 (Emergency Service Use, Risk of Harm); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Legal Issues, Substance Use, Mental Health; tri-morbidity no longer derives as a result. Full disclosure scores 13."
6,32,P14-F-WHITE,P14,Female,White,Full disclosure,6,Rapid Re-Housing,171,320,20,,,,"Scored 6 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 2/6 (Physical Health, Medications)."
7,1,P20-M-BLACK,P20,Male,"Black, African American, or African",Underdisclosure,5,Rapid Re-Housing,131,320,40,191,80,b4_exploitation b3_legal b2_harm,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships). Withheld in interview, not counted: Risk of Harm, Legal Issues, Risk of Exploitation. Full disclosure scores 8."
7,2,P02-M-HISPANIC,P02,Male,Hispanic/Latino/e/a,Underdisclosure,1,No housing intervention,291,320,20,291,0,,Scored 1 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 1/2 (Housing status).
7,3,P10-F-BLACK,P10,Female,"Black, African American, or African",Underdisclosure,3,No housing intervention,201,320,50,241,30,d6_trauma,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 1/4 (Money Management). Withheld in interview, not counted: Abuse and Trauma. Full disclosure scores 4."
7,4,P27-F-ASIAN,P27,Female,Asian or Asian American,Full disclosure,13,Permanent Supportive Housing,51,320,10,,,,"Scored 13 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 3/4 (Emergency Service Use, Risk of Harm, Legal Issues); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 4/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity)."
7,5,P09-F-BLACK,P09,Female,"Black, African American, or African",Full disclosure,4,Rapid Re-Housing,211,320,30,,,,"Scored 4 of 17: Rapid Re-Housing (4-7). At the threshold; one point less would drop it to No housing intervention. Counted: Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Medications)."
7,6,P04-M-WHITE,P04,Male,White,Underdisclosure,2,No housing intervention,251,320,40,271,0,,"Scored 2 of 17: No housing intervention (0-3). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes)."
7,7,P21-M-HISPANIC,P21,Male,Hispanic/Latino/e/a,Full disclosure,8,Permanent Supportive Housing,111,320,30,,,,"Scored 8 of 17: Permanent Supportive Housing (8-17). At the threshold; one point less would drop it to Rapid Re-Housing. Counted: Pre-Survey 1/1 (Age); History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 2/6 (Physical Health, Medications)."
7,8,P01-M-HISPANIC,P01,Male,Hispanic/Latino/e/a,Full disclosure,0,No housing intervention,311,320,10,,,,Scored 0 of 17: No housing intervention (0-3). No indicators counted.
7,9,P29-F-BLACK,P29,Female,"Black, African American, or African",Full disclosure,15,Permanent Supportive Housing,31,320,10,,,,"Scored 15 of 17: Permanent Supportive Housing (8-17). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 4/4 (Emergency Service Use, Risk of Harm, Legal Issues, Risk of Exploitation); Socialization and Daily Functions 4/4 (Money Management, Meaningful Daily Activity, Self-Care, Social Relationships); Wellness 5/6 (Physical Health, Substance Use, Mental Health, Tri-Morbidity, Medications)."
7,10,P14-F-WHITE,P14,Female,White,Underdisclosure,5,Rapid Re-Housing,131,320,40,191,20,d5_medications,"Scored 5 of 17: Rapid Re-Housing (4-7). Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Socialization and Daily Functions 2/4 (Money Management, Meaningful Daily Activity); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Medications. Full disclosure scores 6."
7,11,P12-F-HISPANIC,P12,Female,Hispanic/Latino/e/a,Underdisclosure,3,No housing intervention,201,320,50,241,50,d6_trauma c4_relationships,"Scored 3 of 17: No housing intervention (0-3). One point short of Rapid Re-Housing. Counted: History of Housing and Homelessness 1/2 (Housing status); Socialization and Daily Functions 1/4 (Money Management); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Social Relationships, Abuse and Trauma. Full disclosure scores 5."
7,12,P22-M-HISPANIC,P22,Male,Hispanic/Latino/e/a,Underdisclosure,7,Rapid Re-Housing,81,320,40,141,50,d2_substance b2_harm,"Scored 7 of 17: Rapid Re-Housing (4-7). One point short of Permanent Supportive Housing. Counted: History of Housing and Homelessness 2/2 (Housing status, Duration and episodes); Risks 1/4 (Emergency Service Use); Socialization and Daily Functions 3/4 (Money Management, Meaningful Daily Activity, Self-Care); Wellness 1/6 (Physical Health). Withheld in interview, not counted: Risk of Harm, Substance Use. Full disclosure scores 9."
